Group,NS,Type,Attribute
cm,"https://adwords.google.com/api/adwords/cm/v201003",ConversionOptimizer,pricingModel
cm,"https://adwords.google.com/api/adwords/cm/v201003",ConversionOptimizer,conversionOptimizerBidType
cm,"https://adwords.google.com/api/adwords/cm/v201003",ConversionOptimizer,deduplicationMode
cm,"https://adwords.google.com/api/adwords/cm/v201003",ConversionOptimizerBiddingTransition,useSavedBids
cm,"https://adwords.google.com/api/adwords/cm/v201003",FrequencyCap,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201003",FrequencyCap,timeUnit
cm,"https://adwords.google.com/api/adwords/cm/v201003",FrequencyCap,level
cm,"https://adwords.google.com/api/adwords/cm/v201003",ManualCPC,positionPreference
cm,"https://adwords.google.com/api/adwords/cm/v201003",Budget,period
cm,"https://adwords.google.com/api/adwords/cm/v201003",Budget,amount
cm,"https://adwords.google.com/api/adwords/cm/v201003",Budget,deliveryMethod
cm,"https://adwords.google.com/api/adwords/cm/v201003",BudgetOptimizer,bidCeiling
cm,"https://adwords.google.com/api/adwords/cm/v201003",BiddingStrategy,BiddingStrategy_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",BiddingTransition,targetBiddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201003",BiddingTransition,explicitAdGroupBids
cm,"https://adwords.google.com/api/adwords/cm/v201003",BiddingTransition,BiddingTransition_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,id
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,status
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,servingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,budget
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,biddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,autoKeywordMatchingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,campaignStats
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,adServingOptimizationStatus
cm,"https://adwords.google.com/api/adwords/cm/v201003",Campaign,frequencyCap
cm,"https://adwords.google.com/api/adwords/cm/v201003",CampaignPage,totalBudget
cm,"https://adwords.google.com/api/adwords/cm/v201003",CampaignPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201003",CampaignReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",DemographicTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",LanguageTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",NetworkTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",PlatformTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201003",TargetList,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201003",TargetList,TargetList_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",CampaignTargetPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201003",CampaignTargetReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoLocation,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoLocation,address
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoLocation,encodedLocation
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoLocation,GeoLocation_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",MediaPage,media
cm,"https://adwords.google.com/api/adwords/cm/v201003",MediaPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201003",Predicate,field
cm,"https://adwords.google.com/api/adwords/cm/v201003",Predicate,operator
cm,"https://adwords.google.com/api/adwords/cm/v201003",Predicate,values
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionField,fieldName
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionField,fieldType
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionField,enumValues
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionField,canSelect
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionField,canFilter
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,id
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,selector
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,reportName
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,reportType
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,hasAttachment
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,dateRangeType
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,downloadFormat
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinition,creationTime
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReportDefinitionPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201003",BatchFailureResult,operationIndexInBatch
cm,"https://adwords.google.com/api/adwords/cm/v201003",BillingSummary,numOperations
cm,"https://adwords.google.com/api/adwords/cm/v201003",BillingSummary,numUnits
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,id
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,policy
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,request
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,status
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,history
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,result
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,numRequestParts
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJob,numRequestPartsReceived
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJobEvent,status
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJobPolicy,prerequisiteJobIds
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJobStats,numOperations
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJobStats,numFailedOperations
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateJobStats,numUnprocessedOperations
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateRequest,partIndex
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateRequest,operationStreams
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateResult,partIndex
cm,"https://adwords.google.com/api/adwords/cm/v201003",BulkMutateResult,operationStreamResults
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityId,type
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityId,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",FailureResult,cause
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,customerJobKey
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,context
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,failureReason
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,stats
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,billingSummary
cm,"https://adwords.google.com/api/adwords/cm/v201003",Job,Job_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobContext,authenticatedUserEmail
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobContext,effectiveCustomerId
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobEvent,dateTime
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobEvent,JobEvent_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobStats,progressPercent
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobStats,pendingTimeMillis
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobStats,processingTimeMillis
cm,"https://adwords.google.com/api/adwords/cm/v201003",JobStats,JobStats_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,AdExtensionOverride
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,AdGroupAd
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,AdGroupCriterion
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,AdGroup
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,Ad
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,CampaignCriterion
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,Campaign
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,Job
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,Media
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,TargetList
cm,"https://adwords.google.com/api/adwords/cm/v201003",Operand,Target
cm,"https://adwords.google.com/api/adwords/cm/v201003",ReturnValueResult,returnValue
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageError,reason
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageRecord,clientEmail
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageRecord,clientCustomerId
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageRecord,cost
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageInfo,apiUsageRecords
info,"https://adwords.google.com/api/adwords/info/v201109",ApiUsageInfo,cost
o,"https://adwords.google.com/api/adwords/o/v201109",AdFormatSpec,format
o,"https://adwords.google.com/api/adwords/o/v201109",AdFormatSpecListAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",AdShareSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201109",AdTypeSearchParameter,adTypes
o,"https://adwords.google.com/api/adwords/o/v201109",Attribute,Attribute_Type
o,"https://adwords.google.com/api/adwords/o/v201109",AverageTargetedMonthlySearchesSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201109",BidLandscapeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",BooleanAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",CategoryProductsAndServicesSearchParameter,categoryId
o,"https://adwords.google.com/api/adwords/o/v201109",CompetitionSearchParameter,levels
o,"https://adwords.google.com/api/adwords/o/v201109",CriterionAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",DeviceTypeSearchParameter,deviceType
o,"https://adwords.google.com/api/adwords/o/v201109",DoubleAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",ExcludedKeywordSearchParameter,keywords
o,"https://adwords.google.com/api/adwords/o/v201109",GlobalMonthlySearchesSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTextFilterSearchParameter,included
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTextFilterSearchParameter,excluded
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTextMatchesSearchParameter,included
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTextMatchesSearchParameter,excluded
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTextMatchesSearchParameter,priorityAction
o,"https://adwords.google.com/api/adwords/o/v201109",IdeaTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,maxAdDuration
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,minAdDuration
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,medianAdDuration
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,preRollPercent
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,midRollPercent
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfo,postRollPercent
o,"https://adwords.google.com/api/adwords/o/v201109",InStreamAdInfoAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",IntegerAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",IntegerSetAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordCategoryIdSearchParameter,categoryId
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordMatchTypeSearchParameter,keywordMatchTypes
o,"https://adwords.google.com/api/adwords/o/v201109",LanguageSearchParameter,languages
o,"https://adwords.google.com/api/adwords/o/v201109",LocationSearchParameter,locations
o,"https://adwords.google.com/api/adwords/o/v201109",LongAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",LongRangeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",MoneyAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",MonthlySearchVolume,year
o,"https://adwords.google.com/api/adwords/o/v201109",MonthlySearchVolume,month
o,"https://adwords.google.com/api/adwords/o/v201109",MonthlySearchVolume,count
o,"https://adwords.google.com/api/adwords/o/v201109",MonthlySearchVolumeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",OpportunityIdeaTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",PlacementAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",PlacementTypeAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",PlacementTypeSearchParameter,placementTypes
o,"https://adwords.google.com/api/adwords/o/v201109",Range,min
o,"https://adwords.google.com/api/adwords/o/v201109",Range,max
o,"https://adwords.google.com/api/adwords/o/v201109",RelatedToKeywordSearchParameter,keywords
o,"https://adwords.google.com/api/adwords/o/v201109",RelatedToUrlSearchParameter,urls
o,"https://adwords.google.com/api/adwords/o/v201109",RelatedToUrlSearchParameter,includeSubUrls
o,"https://adwords.google.com/api/adwords/o/v201109",SearchParameter,SearchParameter_Type
o,"https://adwords.google.com/api/adwords/o/v201109",SearchShareSearchParameter,operation
o,"https://adwords.google.com/api/adwords/o/v201109",SeedAdGroupIdSearchParameter,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201109",StringAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",TargetingIdea,data
o,"https://adwords.google.com/api/adwords/o/v201109",TargetingIdeaPage,totalNumEntries
o,"https://adwords.google.com/api/adwords/o/v201109",TargetingIdeaPage,entries
o,"https://adwords.google.com/api/adwords/o/v201109",Type_AttributeMapEntry,key
o,"https://adwords.google.com/api/adwords/o/v201109",Type_AttributeMapEntry,value
o,"https://adwords.google.com/api/adwords/o/v201109",WebpageDescriptor,url
o,"https://adwords.google.com/api/adwords/o/v201109",WebpageDescriptor,title
o,"https://adwords.google.com/api/adwords/o/v201109",WebpageDescriptorAttribute,value
o,"https://adwords.google.com/api/adwords/o/v201109",AdGroupEstimate,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201109",AdGroupEstimate,keywordEstimates
o,"https://adwords.google.com/api/adwords/o/v201109",AdGroupEstimateRequest,adGroupId
o,"https://adwords.google.com/api/adwords/o/v201109",AdGroupEstimateRequest,keywordEstimateRequests
o,"https://adwords.google.com/api/adwords/o/v201109",AdGroupEstimateRequest,maxCpc
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimate,campaignId
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimate,adGroupEstimates
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimateRequest,campaignId
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimateRequest,adGroupEstimateRequests
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimateRequest,criteria
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimateRequest,networkSetting
o,"https://adwords.google.com/api/adwords/o/v201109",CampaignEstimateRequest,dailyBudget
o,"https://adwords.google.com/api/adwords/o/v201109",Estimate,Estimate_Type
o,"https://adwords.google.com/api/adwords/o/v201109",EstimateRequest,EstimateRequest_Type
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimate,criterionId
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimate,min
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimate,max
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimateRequest,keyword
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimateRequest,maxCpc
o,"https://adwords.google.com/api/adwords/o/v201109",KeywordEstimateRequest,isNegative
o,"https://adwords.google.com/api/adwords/o/v201109",StatsEstimate,averageCpc
o,"https://adwords.google.com/api/adwords/o/v201109",StatsEstimate,averagePosition
o,"https://adwords.google.com/api/adwords/o/v201109",StatsEstimate,clicksPerDay
o,"https://adwords.google.com/api/adwords/o/v201109",StatsEstimate,totalCost
o,"https://adwords.google.com/api/adwords/o/v201109",TrafficEstimatorResult,campaignEstimates
o,"https://adwords.google.com/api/adwords/o/v201109",BulkOpportunityPage,entries
o,"https://adwords.google.com/api/adwords/o/v201109",BulkOpportunityPage,totalNumEntries
o,"https://adwords.google.com/api/adwords/o/v201109",Opportunity,opportunityIdeas
o,"https://adwords.google.com/api/adwords/o/v201109",OpportunityAttribute_AttributeMapEntry,key
o,"https://adwords.google.com/api/adwords/o/v201109",OpportunityAttribute_AttributeMapEntry,value
o,"https://adwords.google.com/api/adwords/o/v201109",OpportunityIdea,data
info,"https://adwords.google.com/api/adwords/info/v201003",ApiUsageError,reason
info,"https://adwords.google.com/api/adwords/info/v201003",ApiUsageRecord,clientEmail
info,"https://adwords.google.com/api/adwords/info/v201003",ApiUsageRecord,cost
info,"https://adwords.google.com/api/adwords/info/v201003",ApiUsageInfo,apiUsageRecords
info,"https://adwords.google.com/api/adwords/info/v201003",ApiUsageInfo,cost
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverrideError,reason
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,streetAddress
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,streetAddress2
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,cityName
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,provinceName
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,postalCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",Address,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",DoubleValue,number
cm,"https://adwords.google.com/api/adwords/cm/v201008",EntityNotFound,reason
cm,"https://adwords.google.com/api/adwords/cm/v201008",GeoPoint,latitudeInMicroDegrees
cm,"https://adwords.google.com/api/adwords/cm/v201008",GeoPoint,longitudeInMicroDegrees
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,address
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,encodedLocation
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,companyName
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,source
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,iconMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationExtension,imageMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationOverrideInfo,radius
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationOverrideInfo,radiusUnits
cm,"https://adwords.google.com/api/adwords/cm/v201008",LongValue,number
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileExtension,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileExtension,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",OverrideInfo,LocationOverrideInfo
cm,"https://adwords.google.com/api/adwords/cm/v201008",Paging,startIndex
cm,"https://adwords.google.com/api/adwords/cm/v201008",Paging,numberResults
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductConditionOperand,operand
cm,"https://adwords.google.com/api/adwords/cm/v201008",Sitelink,displayText
cm,"https://adwords.google.com/api/adwords/cm/v201008",Sitelink,destinationUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",SitelinksExtension,sitelinks
cm,"https://adwords.google.com/api/adwords/cm/v201008",Money,microAmount
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductCondition,argument
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductCondition,operand
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductConditionAndGroup,conditions
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductExtension,googleBaseCustomerId
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductExtension,advertiserName
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductExtension,productSelection
cm,"https://adwords.google.com/api/adwords/cm/v201008",ComparableValue,ComparableValue_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationSyncExtension,email
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationSyncExtension,authToken
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationSyncExtension,iconMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocationSyncExtension,shouldSyncUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,network
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,clicks
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,cost
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,averagePosition
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,averageCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,averageCpm
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,ctr
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,conversions
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,conversionRate
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,costPerConversion
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,conversionsManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,conversionRateManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,costPerConversionManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,viewThroughConversions
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,totalConvValue
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,valuePerConv
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,valuePerConvManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201008",Stats,Stats_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtension,id
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtension,AdExtension_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,adId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,adExtension
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,overrideInfo
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,status
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverride,stats
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverridePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdExtensionOverrideReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",ListReturnValue,ListReturnValue_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",Page,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201008",Page,Page_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,dayOfWeek
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,startHour
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,startMinute
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,endHour
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,endMinute
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdScheduleTarget,bidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdStats,percentServed
cm,"https://adwords.google.com/api/adwords/cm/v201008",AgeTarget,age
cm,"https://adwords.google.com/api/adwords/cm/v201008",Audio,durationMillis
cm,"https://adwords.google.com/api/adwords/cm/v201008",Audio,streamingUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",Audio,readyToPlayOnTheWeb
cm,"https://adwords.google.com/api/adwords/cm/v201008",CityTarget,cityName
cm,"https://adwords.google.com/api/adwords/cm/v201008",CityTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",CityTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",CountryTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",DateRange,min
cm,"https://adwords.google.com/api/adwords/cm/v201008",DateRange,max
cm,"https://adwords.google.com/api/adwords/cm/v201008",DeprecatedAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",DeprecatedAd,type
cm,"https://adwords.google.com/api/adwords/cm/v201008",Dimensions,width
cm,"https://adwords.google.com/api/adwords/cm/v201008",Dimensions,height
cm,"https://adwords.google.com/api/adwords/cm/v201008",EntityCountLimitExceeded,reason
cm,"https://adwords.google.com/api/adwords/cm/v201008",EntityCountLimitExceeded,enclosingId
cm,"https://adwords.google.com/api/adwords/cm/v201008",EntityCountLimitExceeded,limit
cm,"https://adwords.google.com/api/adwords/cm/v201008",GenderTarget,gender
cm,"https://adwords.google.com/api/adwords/cm/v201008",Image,data
cm,"https://adwords.google.com/api/adwords/cm/v201008",LanguageTarget,languageCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media_Size_DimensionsMapEntry,key
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media_Size_DimensionsMapEntry,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media_Size_StringMapEntry,key
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media_Size_StringMapEntry,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",MetroTarget,metroCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,headline
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,description
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,markupLanguages
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,mobileCarriers
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,businessName
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileAd,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileCarrierTarget,carrierName
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileCarrierTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobilePlatformTarget,platformName
cm,"https://adwords.google.com/api/adwords/cm/v201008",NetworkTarget,networkCoverageType
cm,"https://adwords.google.com/api/adwords/cm/v201008",PlatformTarget,platformType
cm,"https://adwords.google.com/api/adwords/cm/v201008",PolicyViolationKey,policyName
cm,"https://adwords.google.com/api/adwords/cm/v201008",PolicyViolationKey,violatingText
cm,"https://adwords.google.com/api/adwords/cm/v201008",PolygonTarget,vertices
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProductAd,promotionLine
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProvinceTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProximityTarget,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProximityTarget,radiusDistanceUnits
