Group,NS,Type,Attribute
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProximityTarget,radiusInUnits
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProximityTarget,address
cm,"https://adwords.google.com/api/adwords/cm/v201008",ProximityTarget,allowServiceOfAddress
cm,"https://adwords.google.com/api/adwords/cm/v201008",TextAd,headline
cm,"https://adwords.google.com/api/adwords/cm/v201008",TextAd,description1
cm,"https://adwords.google.com/api/adwords/cm/v201008",TextAd,description2
cm,"https://adwords.google.com/api/adwords/cm/v201008",ThirdPartyRedirectAd,isCookieTargeted
cm,"https://adwords.google.com/api/adwords/cm/v201008",ThirdPartyRedirectAd,isUserInterestTargeted
cm,"https://adwords.google.com/api/adwords/cm/v201008",ThirdPartyRedirectAd,isTagged
cm,"https://adwords.google.com/api/adwords/cm/v201008",ThirdPartyRedirectAd,videoTypes
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,durationMillis
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,streamingUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,readyToPlayOnTheWeb
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,industryStandardCommercialIdentifier
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,advertisingId
cm,"https://adwords.google.com/api/adwords/cm/v201008",Video,youTubeVideoIdString
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdUnionId,id
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdUnionId,AdUnionId_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",DemographicTarget,bidModifier
cm,"https://adwords.google.com/api/adwords/cm/v201008",ExemptionRequest,key
cm,"https://adwords.google.com/api/adwords/cm/v201008",GeoTarget,excluded
cm,"https://adwords.google.com/api/adwords/cm/v201008",RichMediaAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",RichMediaAd,dimensions
cm,"https://adwords.google.com/api/adwords/cm/v201008",RichMediaAd,snippet
cm,"https://adwords.google.com/api/adwords/cm/v201008",RichMediaAd,impressionBeaconUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",RichMediaAd,certifiedVendorFormatId
cm,"https://adwords.google.com/api/adwords/cm/v201008",Target,Target_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,mediaId
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,type
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,referenceId
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,dimensions
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,urls
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,mimeType
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,sourceUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,fileSize
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,creationTime
cm,"https://adwords.google.com/api/adwords/cm/v201008",Media,Media_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileImageAd,markupLanguages
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileImageAd,mobileCarriers
cm,"https://adwords.google.com/api/adwords/cm/v201008",MobileImageAd,image
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElementField,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElementField,type
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElementField,fieldText
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElementField,fieldMedia
cm,"https://adwords.google.com/api/adwords/cm/v201008",ImageAd,image
cm,"https://adwords.google.com/api/adwords/cm/v201008",ImageAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",ImageAd,adToCopyImageFrom
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,fullBusinessName
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,streetAddress
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,city
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,region
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,regionCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,postalCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,businessName
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,description1
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,description2
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,target
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,businessImage
cm,"https://adwords.google.com/api/adwords/cm/v201008",LocalBusinessAd,icon
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElement,uniqueName
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateElement,fields
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,templateId
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,adUnionId
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,templateElements
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,dimensions
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",TemplateAd,duration
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,id
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,url
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,displayUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,disapprovalReasons
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,trademarkDisapproved
cm,"https://adwords.google.com/api/adwords/cm/v201008",Ad,Ad_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAd,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAd,ad
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAd,status
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAd,stats
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAdPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupAdReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterion,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterion,criterion
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterion,AdGroupCriterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionBids,AdGroupCriterionBids_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionExperimentBidMultiplier,AdGroupCriterionExperimentBidMultiplier_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionIdFilter,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionIdFilter,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionIdFilter,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionLimitExceeded,limitType
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupCriterionReturnValue,partialFailureErrors
cm,"https://adwords.google.com/api/adwords/cm/v201008",Bid,amount
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidMultiplier,multiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidMultiplier,multipliedBid
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,userStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,systemServingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,destinationUrl
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,bids
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,experimentData
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,firstPageCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,qualityInfo
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterion,stats
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterionExperimentData,experimentId
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterionExperimentData,experimentDeltaStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterionExperimentData,experimentDataStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",BiddableAdGroupCriterionExperimentData,experimentBidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",BudgetOptimizerAdGroupCriterionBids,proxyBid
cm,"https://adwords.google.com/api/adwords/cm/v201008",BudgetOptimizerAdGroupCriterionBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201008",Criterion,id
cm,"https://adwords.google.com/api/adwords/cm/v201008",Criterion,Criterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",EntityAccessDenied,reason
cm,"https://adwords.google.com/api/adwords/cm/v201008",Keyword,text
cm,"https://adwords.google.com/api/adwords/cm/v201008",Keyword,matchType
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionBids,maxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionBids,bidSource
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionBids,positionPreferenceBids
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionExperimentBidMultiplier,maxCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupCriterionExperimentBidMultiplier,multiplierSource
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPMAdGroupCriterionBids,maxCpm
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPMAdGroupCriterionBids,bidSource
cm,"https://adwords.google.com/api/adwords/cm/v201008",PercentCPAAdGroupCriterionBids,percentCpa
cm,"https://adwords.google.com/api/adwords/cm/v201008",PercentCPAAdGroupCriterionBids,source
cm,"https://adwords.google.com/api/adwords/cm/v201008",Placement,url
cm,"https://adwords.google.com/api/adwords/cm/v201008",PositionPreferenceAdGroupCriterionBids,proxyMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",PositionPreferenceAdGroupCriterionBids,preferredPosition
cm,"https://adwords.google.com/api/adwords/cm/v201008",PositionPreferenceAdGroupCriterionBids,bottomPosition
cm,"https://adwords.google.com/api/adwords/cm/v201008",Product,conditions
cm,"https://adwords.google.com/api/adwords/cm/v201008",Product,text
cm,"https://adwords.google.com/api/adwords/cm/v201008",QualityInfo,isKeywordAdRelevanceAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201008",QualityInfo,isLandingPageQualityAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201008",QualityInfo,isLandingPageLatencyAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201008",QualityInfo,qualityScore
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserInterest,userInterestId
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserInterest,userInterestName
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserList,userListId
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserList,userListName
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserList,userListMembershipStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionUserList,userListSize
cm,"https://adwords.google.com/api/adwords/cm/v201008",Vertical,path
cm,"https://adwords.google.com/api/adwords/cm/v201008",PercentCPAAdGroupBids,percentCpa
cm,"https://adwords.google.com/api/adwords/cm/v201008",BudgetOptimizerAdGroupBids,proxyKeywordMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",BudgetOptimizerAdGroupBids,proxySiteMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",BudgetOptimizerAdGroupBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201008",ConversionOptimizerAdGroupBids,targetCpa
cm,"https://adwords.google.com/api/adwords/cm/v201008",ConversionOptimizerAdGroupBids,conversionOptimizerBidType
cm,"https://adwords.google.com/api/adwords/cm/v201008",ConversionOptimizerAdGroupBids,deduplicationMode
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupBids,keywordMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupBids,keywordContentMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupBids,siteMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupExperimentBidMultipliers,maxCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPCAdGroupExperimentBidMultipliers,maxContentCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPMAdGroupBids,maxCpm
cm,"https://adwords.google.com/api/adwords/cm/v201008",ManualCPMAdGroupExperimentBidMultipliers,maxCpmMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupBids,AdGroupBids_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupExperimentBidMultipliers,AdGroupExperimentBidMultipliers_Type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupExperimentData,experimentId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupExperimentData,experimentDeltaStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupExperimentData,experimentDataStatus
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupExperimentData,experimentBidMultipliers
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,id
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,campaignName
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,name
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,status
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,bids
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,experimentData
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroup,stats
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParam,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParam,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParam,insertionText
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParam,paramIndex
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParamPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdParamPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupBidLandscape,type
cm,"https://adwords.google.com/api/adwords/cm/v201008",AdGroupBidLandscape,landscapeCurrent
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscapeIdFilter,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscapeIdFilter,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscapeIdFilter,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201008",CriterionBidLandscape,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape_LandscapePoint,bid
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape_LandscapePoint,clicks
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape_LandscapePoint,cost
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape_LandscapePoint,marginalCpc
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape_LandscapePoint,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201008",BidLandscape,campaignId
